# Copper Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: http://localhost:3000/materials/metal/non-ferrous/copper-laser-cleaning
# Updated: 2025-12-22 | Version: 1.0
#
# Citation: Z-Beam (2025). Copper Laser Cleaning Dataset. Retrieved from http://localhost:3000/materials/metal/non-ferrous/copper-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Property,laser_material_interaction,thermalDiffusivity,1.17,10^{-4} m²/s,0.06,174,,Material property: thermalDiffusivity
Property,laser_material_interaction,specificHeat,385,J/(kg·K),100,2000,,Material property: specificHeat
Property,laser_material_interaction,thermalShockResistance,250,kW/m²,50,400,,Material property: thermalShockResistance
Property,laser_material_interaction,laserReflectivity,0.98,,5,99.9,,Material property: laserReflectivity
Property,laser_material_interaction,absorptionCoefficient,9.5,10^6 cm^{-1},100000,50000000,,Material property: absorptionCoefficient
Property,laser_material_interaction,ablationThreshold,1.2,J/cm²,2,8,,Material property: ablationThreshold
Property,laser_material_interaction,laserDamageThreshold,0.8,J/cm²,0.1,20,,Material property: laserDamageThreshold
Property,laser_material_interaction,thermalDestruction,1357.77,K,,,ai_research,Material property: thermalDestruction
Property,laser_material_interaction,laserAbsorption,0.035,,,,ai_research,Material property: laserAbsorption
Property,laser_material_interaction,absorptivity,0.035,dimensionless,,,ai_research,Material property: absorptivity
Property,laser_material_interaction,reflectivity,0.975,dimensionless,,,ai_research,Material property: reflectivity
Property,laser_material_interaction,vaporPressure,101325,Pa,,,ai_research,Material property: vaporPressure
Property,laser_material_interaction,thermalDestructionPoint,1357.77,K,,,ai_research,Material property: thermalDestructionPoint
Application,Industries,Application 1,Architecture,,,,,Industry application
Application,Industries,Application 2,Electronics Manufacturing,,,,,Industry application
Application,Industries,Application 3,HVAC Systems,,,,,Industry application
Application,Industries,Application 4,Marine,,,,,Industry application
Application,Industries,Application 5,Plumbing,,,,,Industry application
Application,Industries,Application 6,Power Generation,,,,,Industry application
Application,Industries,Application 7,Renewable Energy,,,,,Industry application
Application,Industries,Application 8,Telecommunications,,,,,Industry application
